,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,MSRPbinned,wheels-awd,wheels-4wd,wheels-fwd,wheels-rwd
793,Volvo,850,1997,regular unleaded,222.0,5.0,AUTOMATIC,4.0,Midsize,Wagon,24,17,870,2000,Cheap,0,0,1,0
794,Volvo,850,1997,regular unleaded,240.0,5.0,AUTOMATIC,4.0,Midsize,Wagon,24,17,870,2091,Cheap,0,0,1,0
795,Volvo,850,1997,regular unleaded,190.0,5.0,AUTOMATIC,4.0,Midsize,Wagon,24,18,870,2000,Cheap,0,0,1,0
796,Volvo,850,1997,regular unleaded,190.0,5.0,AUTOMATIC,4.0,Midsize,Sedan,24,18,870,2000,Cheap,0,0,1,0
797,Volvo,850,1997,regular unleaded,222.0,5.0,AUTOMATIC,4.0,Midsize,Sedan,24,17,870,2000,Cheap,0,0,1,0
798,Toyota,86,2017,premium unleaded (recommended),205.0,4.0,MANUAL,2.0,Compact,Coupe,28,21,2031,26255,Cheap,0,0,0,1
799,Toyota,86,2017,premium unleaded (recommended),200.0,4.0,AUTOMATIC,2.0,Compact,Coupe,32,24,2031,26975,Cheap,0,0,0,1
800,Saab,9-2X,2005,premium unleaded (required),227.0,4.0,MANUAL,4.0,Compact,Wagon,24,17,376,26950,Cheap,1,0,0,0
801,Saab,9-2X,2005,regular unleaded,165.0,4.0,MANUAL,4.0,Compact,Wagon,27,20,376,22990,Cheap,1,0,0,0
802,Saab,9-2X,2006,premium unleaded (required),230.0,4.0,MANUAL,4.0,Compact,Wagon,25,18,376,26950,Cheap,1,0,0,0
803,Saab,9-2X,2006,regular unleaded,173.0,4.0,MANUAL,4.0,Compact,Wagon,26,19,376,22990,Cheap,1,0,0,0
804,Saab,9-3 Griffin,2012,flex-fuel (premium unleaded recommended/E85),220.0,4.0,MANUAL,4.0,Midsize,Sedan,33,20,376,28900,Cheap,0,0,1,0
805,Saab,9-3 Griffin,2012,flex-fuel (premium unleaded recommended/E85),220.0,4.0,MANUAL,2.0,Compact,Convertible,33,20,376,44080,Cheap,0,0,1,0
806,Saab,9-3 Griffin,2012,flex-fuel (premium unleaded recommended/E85),220.0,4.0,MANUAL,2.0,Compact,Convertible,33,20,376,46080,Cheap,0,0,1,0
807,Saab,9-3 Griffin,2012,premium unleaded (recommended),220.0,4.0,MANUAL,4.0,Midsize,Sedan,30,20,376,37115,Cheap,1,0,0,0
808,Saab,9-3 Griffin,2012,flex-fuel (premium unleaded recommended/E85),220.0,4.0,MANUAL,2.0,Compact,Convertible,33,20,376,39490,Cheap,0,0,1,0
809,Saab,9-3 Griffin,2012,flex-fuel (premium unleaded recommended/E85),220.0,4.0,MANUAL,4.0,Midsize,Sedan,33,20,376,34340,Cheap,0,0,1,0
810,Saab,9-3 Griffin,2012,flex-fuel (premium unleaded recommended/E85),220.0,4.0,AUTOMATIC,2.0,Compact,Convertible,28,18,376,44080,Cheap,0,0,1,0
811,Saab,9-3 Griffin,2012,flex-fuel (premium unleaded recommended/E85),220.0,4.0,AUTOMATIC,2.0,Compact,Convertible,28,18,376,40840,Cheap,0,0,1,0
812,Saab,9-3 Griffin,2012,flex-fuel (premium unleaded recommended/E85),220.0,4.0,AUTOMATIC,4.0,Compact,Wagon,28,18,376,31180,Cheap,0,0,1,0
813,Saab,9-3 Griffin,2012,premium unleaded (recommended),220.0,4.0,MANUAL,4.0,Midsize,Sedan,30,20,376,32395,Cheap,1,0,0,0
814,Saab,9-3 Griffin,2012,flex-fuel (premium unleaded recommended/E85),220.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,29,19,376,34340,Cheap,0,0,1,0
815,Saab,9-3 Griffin,2012,premium unleaded (recommended),220.0,4.0,AUTOMATIC,4.0,Compact,Wagon,29,18,376,34975,Cheap,1,0,0,0
816,Saab,9-3 Griffin,2012,premium unleaded (recommended),220.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,29,18,376,37115,Cheap,1,0,0,0
817,Saab,9-3 Griffin,2012,premium unleaded (recommended),220.0,4.0,MANUAL,4.0,Compact,Wagon,30,20,376,34975,Cheap,1,0,0,0
818,Saab,9-3 Griffin,2012,flex-fuel (premium unleaded recommended/E85),220.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,29,19,376,30250,Cheap,0,0,1,0
819,Saab,9-3 Griffin,2012,premium unleaded (recommended),220.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,29,18,376,32395,Cheap,1,0,0,0
820,Saab,9-3 Griffin,2012,flex-fuel (premium unleaded recommended/E85),220.0,4.0,MANUAL,4.0,Compact,Wagon,33,20,376,29830,Cheap,0,0,1,0
821,Saab,9-3 Griffin,2012,flex-fuel (premium unleaded recommended/E85),220.0,4.0,AUTOMATIC,2.0,Compact,Convertible,28,18,376,46080,Cheap,0,0,1,0
822,Saab,9-3,2009,premium unleaded (recommended),210.0,4.0,AUTOMATIC,4.0,Compact,Wagon,27,17,376,37810,Cheap,1,0,0,0
823,Saab,9-3,2009,premium unleaded (recommended),280.0,6.0,AUTOMATIC,2.0,Compact,Convertible,24,15,376,51330,Cheap,0,0,1,0
824,Saab,9-3,2009,premium unleaded (recommended),210.0,4.0,AUTOMATIC,4.0,Compact,Wagon,27,19,376,38305,Cheap,0,0,1,0
825,Saab,9-3,2009,premium unleaded (recommended),280.0,6.0,AUTOMATIC,4.0,Compact,Wagon,24,15,376,44885,Cheap,1,0,0,0
826,Saab,9-3,2009,premium unleaded (recommended),210.0,4.0,MANUAL,4.0,Midsize,Sedan,29,19,376,30360,Cheap,0,0,1,0
827,Saab,9-3,2009,premium unleaded (recommended),210.0,4.0,MANUAL,2.0,Compact,Convertible,27,19,376,42130,Cheap,0,0,1,0
828,Saab,9-3,2009,premium unleaded (recommended),280.0,6.0,AUTOMATIC,4.0,Midsize,Sedan,24,15,376,43605,Cheap,1,0,0,0
829,Saab,9-3,2009,premium unleaded (recommended),210.0,4.0,MANUAL,4.0,Compact,Wagon,29,19,376,31790,Cheap,0,0,1,0
830,Saab,9-3,2009,premium unleaded (recommended),210.0,4.0,AUTOMATIC,4.0,Compact,Wagon,27,19,376,35315,Cheap,0,0,1,0
831,Saab,9-3,2009,premium unleaded (recommended),210.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,28,19,376,37140,Cheap,0,0,1,0
832,Saab,9-3,2009,premium unleaded (recommended),210.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,28,19,376,34150,Cheap,0,0,1,0
833,Saab,9-3,2009,premium unleaded (recommended),210.0,4.0,AUTOMATIC,2.0,Compact,Convertible,27,19,376,44455,Cheap,0,0,1,0
834,Saab,9-3,2009,premium unleaded (recommended),210.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,27,17,376,36395,Cheap,1,0,0,0
835,Saab,9-3,2009,premium unleaded (recommended),210.0,4.0,AUTOMATIC,2.0,Compact,Convertible,27,19,376,47345,Cheap,0,0,1,0
836,Saab,9-3,2010,premium unleaded (recommended),207.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,27,17,376,32395,Cheap,1,0,0,0
837,Saab,9-3,2010,premium unleaded (recommended),207.0,4.0,MANUAL,4.0,Midsize,Sedan,31,21,376,28900,Cheap,0,0,1,0
838,Saab,9-3,2010,premium unleaded (recommended),207.0,4.0,MANUAL,4.0,Compact,Wagon,31,21,376,30330,Cheap,0,0,1,0
839,Saab,9-3,2010,premium unleaded (recommended),207.0,4.0,MANUAL,2.0,Compact,Convertible,29,20,376,39990,Cheap,0,0,1,0
840,Saab,9-3,2010,premium unleaded (recommended),207.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,27,17,376,38115,Cheap,1,0,0,0
841,Saab,9-3,2010,premium unleaded (recommended),207.0,4.0,AUTOMATIC,2.0,Compact,Convertible,27,19,376,45080,Cheap,0,0,1,0
842,Saab,9-3,2010,premium unleaded (recommended),207.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,28,19,376,35340,Cheap,0,0,1,0
843,Saab,9-3,2010,premium unleaded (recommended),207.0,4.0,AUTOMATIC,4.0,Compact,Wagon,27,17,376,36975,Cheap,1,0,0,0
844,Saab,9-3,2010,premium unleaded (recommended),207.0,4.0,AUTOMATIC,4.0,Compact,Wagon,27,19,376,37020,Cheap,0,0,1,0
845,Saab,9-3,2011,premium unleaded (recommended),210.0,4.0,MANUAL,4.0,Midsize,Sedan,31,21,376,28900,Cheap,0,0,1,0
846,Saab,9-3,2011,premium unleaded (recommended),210.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,27,17,376,38115,Cheap,1,0,0,0
847,Saab,9-3,2011,premium unleaded (recommended),210.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,27,17,376,32395,Cheap,1,0,0,0
848,Saab,9-3,2011,premium unleaded (recommended),210.0,4.0,MANUAL,2.0,Compact,Convertible,29,20,376,39990,Cheap,0,0,1,0
849,Saab,9-3,2011,premium unleaded (recommended),210.0,4.0,MANUAL,4.0,Compact,Wagon,31,21,376,30330,Cheap,0,0,1,0
850,Saab,9-3,2011,premium unleaded (recommended),210.0,4.0,AUTOMATIC,4.0,Compact,Wagon,27,19,376,37020,Cheap,0,0,1,0
851,Saab,9-3,2011,premium unleaded (recommended),210.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,28,19,376,35340,Cheap,0,0,1,0
852,Saab,9-3,2011,premium unleaded (recommended),210.0,4.0,AUTOMATIC,4.0,Compact,Wagon,27,17,376,36975,Cheap,1,0,0,0
853,Saab,9-3,2011,premium unleaded (recommended),210.0,4.0,AUTOMATIC,2.0,Compact,Convertible,27,19,376,45080,Cheap,0,0,1,0
854,Saab,9-4X,2011,premium unleaded (required),265.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,25,18,376,37250,Cheap,0,0,1,0
855,Saab,9-4X,2011,premium unleaded (required),265.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,23,17,376,35875,Cheap,1,0,0,0
856,Saab,9-4X,2011,premium unleaded (required),265.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,25,18,376,33380,Cheap,0,0,1,0
857,Saab,9-4X,2011,premium unleaded (required),265.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,23,17,376,40245,Cheap,1,0,0,0
858,Saab,9-4X,2011,premium unleaded (required),300.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,22,15,376,48010,Cheap,1,0,0,0
859,Saab,9-5,2009,premium unleaded (recommended),260.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,27,17,376,39400,Cheap,0,0,1,0
860,Saab,9-5,2009,premium unleaded (recommended),260.0,4.0,AUTOMATIC,4.0,Midsize,Wagon,27,17,376,43270,Cheap,0,0,1,0
861,Saab,9-5,2009,premium unleaded (recommended),260.0,4.0,AUTOMATIC,4.0,Midsize,Wagon,27,17,376,39650,Cheap,0,0,1,0
862,Saab,9-5,2009,premium unleaded (recommended),260.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,27,17,376,38380,Cheap,0,0,1,0
863,Saab,9-5,2009,premium unleaded (recommended),260.0,4.0,AUTOMATIC,4.0,Midsize,Wagon,27,17,376,40765,Cheap,0,0,1,0
864,Saab,9-5,2009,premium unleaded (recommended),260.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,27,17,376,42000,Cheap,0,0,1,0
865,Saab,9-5,2010,premium unleaded (recommended),300.0,6.0,AUTOMATIC,4.0,Large,Sedan,27,16,376,49165,Cheap,1,0,0,0
866,Saab,9-5,2011,premium unleaded (recommended),220.0,4.0,MANUAL,4.0,Large,Sedan,33,20,376,38525,Cheap,0,0,1,0
867,Saab,9-5,2011,premium unleaded (recommended),300.0,6.0,AUTOMATIC,4.0,Large,Sedan,27,17,376,49565,Cheap,1,0,0,0
868,Saab,9-5,2011,premium unleaded (recommended),220.0,4.0,AUTOMATIC,4.0,Large,Sedan,28,18,376,43435,Cheap,0,0,1,0
869,Saab,9-5,2011,premium unleaded (recommended),300.0,6.0,AUTOMATIC,4.0,Large,Sedan,27,17,376,48030,Cheap,1,0,0,0
870,Saab,9-7X,2007,regular unleaded,290.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,20,14,376,39190,Cheap,1,0,0,0
871,Saab,9-7X,2007,regular unleaded,300.0,8.0,AUTOMATIC,4.0,Midsize,4dr SUV,19,13,376,41190,Cheap,1,0,0,0
872,Saab,9-7X,2008,regular unleaded,300.0,8.0,AUTOMATIC,4.0,Midsize,4dr SUV,19,13,376,42770,Cheap,1,0,0,0
873,Saab,9-7X,2008,regular unleaded,285.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,20,14,376,40400,Cheap,1,0,0,0
874,Saab,9-7X,2008,regular unleaded,390.0,8.0,AUTOMATIC,4.0,Midsize,4dr SUV,16,12,376,46530,Cheap,1,0,0,0
875,Saab,9-7X,2009,regular unleaded,390.0,8.0,AUTOMATIC,4.0,Midsize,4dr SUV,16,12,376,49105,Cheap,1,0,0,0
876,Saab,9-7X,2009,regular unleaded,285.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,20,14,376,42615,Cheap,1,0,0,0
877,Saab,9-7X,2009,regular unleaded,300.0,8.0,AUTOMATIC,4.0,Midsize,4dr SUV,20,14,376,45345,Cheap,1,0,0,0
878,Saab,9000,1996,regular unleaded,225.0,4.0,MANUAL,4.0,Midsize,4dr Hatchback,25,18,376,2000,Cheap,0,0,1,0
879,Saab,9000,1996,regular unleaded,210.0,6.0,AUTOMATIC,4.0,Midsize,4dr Hatchback,24,16,376,2000,Cheap,0,0,1,0
880,Saab,9000,1996,regular unleaded,170.0,4.0,MANUAL,4.0,Midsize,4dr Hatchback,25,18,376,2000,Cheap,0,0,1,0
881,Saab,9000,1996,regular unleaded,200.0,4.0,MANUAL,4.0,Midsize,4dr Hatchback,25,18,376,2000,Cheap,0,0,1,0
882,Saab,9000,1997,regular unleaded,210.0,6.0,AUTOMATIC,4.0,Midsize,4dr Hatchback,24,16,376,2122,Cheap,0,0,1,0
883,Saab,9000,1997,regular unleaded,170.0,4.0,MANUAL,4.0,Midsize,4dr Hatchback,26,18,376,2000,Cheap,0,0,1,0
884,Saab,9000,1997,regular unleaded,225.0,4.0,MANUAL,4.0,Midsize,4dr Hatchback,26,18,376,2145,Cheap,0,0,1,0
885,Saab,9000,1997,regular unleaded,200.0,4.0,MANUAL,4.0,Midsize,4dr Hatchback,26,18,376,2084,Cheap,0,0,1,0
886,Saab,9000,1997,regular unleaded,200.0,4.0,MANUAL,4.0,Midsize,4dr Hatchback,26,18,376,2063,Cheap,0,0,1,0
887,Saab,9000,1998,regular unleaded,225.0,4.0,MANUAL,4.0,Midsize,4dr Hatchback,25,18,376,2172,Cheap,0,0,1,0
888,Saab,900,1996,regular unleaded,185.0,4.0,MANUAL,2.0,Compact,2dr Hatchback,26,18,376,2000,Cheap,0,0,1,0
889,Saab,900,1996,regular unleaded,185.0,4.0,MANUAL,4.0,Compact,4dr Hatchback,23,15,376,2000,Cheap,0,0,1,0
890,Saab,900,1996,regular unleaded,150.0,4.0,MANUAL,4.0,Compact,4dr Hatchback,26,18,376,2000,Cheap,0,0,1,0
891,Saab,900,1996,regular unleaded,170.0,6.0,AUTOMATIC,4.0,Compact,4dr Hatchback,23,17,376,2000,Cheap,0,0,1,0
892,Saab,900,1996,regular unleaded,185.0,4.0,MANUAL,2.0,Compact,Convertible,26,18,376,2000,Cheap,0,0,1,0
893,Saab,900,1996,regular unleaded,170.0,6.0,AUTOMATIC,2.0,Compact,Convertible,23,17,376,2000,Cheap,0,0,1,0
894,Saab,900,1996,regular unleaded,150.0,4.0,MANUAL,2.0,Compact,2dr Hatchback,26,18,376,2000,Cheap,0,0,1,0
895,Saab,900,1996,regular unleaded,150.0,4.0,MANUAL,2.0,Compact,Convertible,26,18,376,2000,Cheap,0,0,1,0
897,Saab,900,1997,regular unleaded,170.0,6.0,AUTOMATIC,4.0,Compact,4dr Hatchback,23,17,376,2000,Cheap,0,0,1,0
898,Saab,900,1997,regular unleaded,150.0,4.0,MANUAL,2.0,Compact,Convertible,26,18,376,2000,Cheap,0,0,1,0
899,Saab,900,1997,regular unleaded,150.0,4.0,MANUAL,2.0,Compact,2dr Hatchback,26,18,376,2000,Cheap,0,0,1,0
900,Saab,900,1997,regular unleaded,185.0,4.0,MANUAL,2.0,Compact,Convertible,25,18,376,2078,Cheap,0,0,1,0
904,Saab,900,1997,regular unleaded,170.0,6.0,AUTOMATIC,2.0,Compact,Convertible,23,17,376,2117,Cheap,0,0,1,0
905,Saab,900,1997,regular unleaded,150.0,4.0,MANUAL,4.0,Compact,4dr Hatchback,26,18,376,2000,Cheap,0,0,1,0
906,Saab,900,1997,regular unleaded,185.0,4.0,MANUAL,2.0,Compact,Convertible,25,18,376,2115,Cheap,0,0,1,0
907,Saab,900,1998,regular unleaded,185.0,4.0,MANUAL,2.0,Compact,2dr Hatchback,25,18,376,2000,Cheap,0,0,1,0
908,Saab,900,1998,regular unleaded,185.0,4.0,MANUAL,4.0,Compact,4dr Hatchback,24,18,376,2000,Cheap,0,0,1,0
909,Saab,900,1998,regular unleaded,185.0,4.0,MANUAL,2.0,Compact,Convertible,25,18,376,2268,Cheap,0,0,1,0
910,Saab,900,1998,regular unleaded,185.0,4.0,MANUAL,2.0,Compact,2dr Hatchback,24,18,376,2000,Cheap,0,0,1,0
911,Audi,90,1993,regular unleaded,172.0,6.0,MANUAL,4.0,Compact,Sedan,20,15,3105,2000,Cheap,1,0,0,0
914,Audi,90,1994,regular unleaded,172.0,6.0,MANUAL,4.0,Compact,Sedan,22,17,3105,2000,Cheap,1,0,0,0
917,Audi,90,1995,regular unleaded,172.0,6.0,MANUAL,4.0,Compact,Sedan,23,17,3105,2000,Cheap,1,0,0,0
920,Porsche,911,2015,premium unleaded (required),350.0,6.0,MANUAL,2.0,Compact,Convertible,27,19,1715,96200,Cheap,0,0,0,1
921,Porsche,911,2015,premium unleaded (required),430.0,6.0,MANUAL,2.0,Compact,Convertible,25,18,1715,132800,Cheap,1,0,0,0
922,Porsche,911,2015,premium unleaded (required),430.0,6.0,MANUAL,2.0,Compact,Coupe,26,18,1715,120900,Cheap,1,0,0,0
923,Porsche,911,2015,premium unleaded (required),400.0,6.0,MANUAL,2.0,Compact,Coupe,26,18,1715,105630,Cheap,1,0,0,0
924,Porsche,911,2015,premium unleaded (required),400.0,6.0,MANUAL,2.0,Compact,Coupe,27,19,1715,98900,Cheap,0,0,0,1
925,Porsche,911,2015,premium unleaded (required),520.0,6.0,AUTOMATED_MANUAL,2.0,Compact,Convertible,24,17,1715,163000,Cheap,1,0,0,0
926,Porsche,911,2015,premium unleaded (required),350.0,6.0,MANUAL,2.0,Compact,Convertible,26,19,1715,102930,Cheap,1,0,0,0
927,Porsche,911,2015,premium unleaded (required),520.0,6.0,AUTOMATED_MANUAL,2.0,Compact,Coupe,24,17,1715,151100,Cheap,1,0,0,0
928,Porsche,911,2015,premium unleaded (required),350.0,6.0,MANUAL,2.0,Compact,Coupe,27,19,1715,91030,Cheap,1,0,0,0
929,Porsche,911,2015,premium unleaded (required),350.0,6.0,MANUAL,2.0,Compact,Coupe,27,19,1715,84300,Cheap,0,0,0,1
930,Porsche,911,2015,premium unleaded (required),430.0,6.0,MANUAL,2.0,Compact,Coupe,26,18,1715,114200,Cheap,0,0,0,1
931,Porsche,911,2015,premium unleaded (required),560.0,6.0,AUTOMATED_MANUAL,2.0,Compact,Coupe,24,17,1715,182700,Cheap,1,0,0,0
932,Porsche,911,2015,premium unleaded (required),560.0,6.0,AUTOMATED_MANUAL,2.0,Compact,Convertible,24,17,1715,194600,Cheap,1,0,0,0
933,Porsche,911,2015,premium unleaded (required),475.0,6.0,AUTOMATED_MANUAL,2.0,Compact,Coupe,20,15,1715,130400,Cheap,0,0,0,1
934,Porsche,911,2015,premium unleaded (required),400.0,6.0,MANUAL,2.0,Compact,Convertible,27,19,1715,110800,Cheap,0,0,0,1
935,Porsche,911,2015,premium unleaded (required),400.0,6.0,MANUAL,2.0,Compact,Convertible,26,18,1715,117530,Cheap,1,0,0,0
936,Porsche,911,2015,premium unleaded (required),430.0,6.0,MANUAL,2.0,Compact,Convertible,25,18,1715,126100,Cheap,0,0,0,1
937,Porsche,911,2015,premium unleaded (required),350.0,6.0,MANUAL,2.0,Compact,Coupe,26,18,1715,101600,Cheap,1,0,0,0
938,Porsche,911,2015,premium unleaded (required),400.0,6.0,MANUAL,2.0,Compact,Coupe,26,18,1715,116200,Cheap,1,0,0,0
939,Porsche,911,2016,premium unleaded (required),350.0,6.0,MANUAL,2.0,Compact,Convertible,26,19,1715,102930,Cheap,1,0,0,0
940,Porsche,911,2016,premium unleaded (required),430.0,6.0,MANUAL,2.0,Compact,Coupe,26,18,1715,120900,Cheap,1,0,0,0
941,Porsche,911,2016,premium unleaded (required),400.0,6.0,MANUAL,2.0,Compact,Coupe,26,18,1715,105630,Cheap,1,0,0,0
942,Porsche,911,2016,premium unleaded (required),430.0,6.0,MANUAL,2.0,Compact,Convertible,25,18,1715,126100,Cheap,0,0,0,1
943,Porsche,911,2016,premium unleaded (required),350.0,6.0,MANUAL,2.0,Compact,Coupe,27,19,1715,91030,Cheap,1,0,0,0
944,Porsche,911,2016,premium unleaded (required),400.0,6.0,MANUAL,2.0,Compact,Coupe,27,19,1715,98900,Cheap,0,0,0,1
945,Porsche,911,2016,premium unleaded (required),430.0,6.0,MANUAL,2.0,Compact,Convertible,25,18,1715,132800,Cheap,1,0,0,0
946,Porsche,911,2016,premium unleaded (required),350.0,6.0,MANUAL,2.0,Compact,Coupe,27,19,1715,84300,Cheap,0,0,0,1
947,Porsche,911,2016,premium unleaded (required),520.0,6.0,AUTOMATED_MANUAL,2.0,Compact,Coupe,24,17,1715,151100,Cheap,1,0,0,0
948,Porsche,911,2016,premium unleaded (required),350.0,6.0,MANUAL,2.0,Compact,Convertible,26,19,1715,104600,Cheap,1,0,0,0
949,Porsche,911,2016,premium unleaded (required),350.0,6.0,MANUAL,2.0,Compact,Coupe,26,18,1715,102930,Cheap,1,0,0,0
950,Porsche,911,2016,premium unleaded (required),430.0,6.0,MANUAL,2.0,Compact,Coupe,26,18,1715,132800,Cheap,1,0,0,0
951,Porsche,911,2016,premium unleaded (required),430.0,6.0,MANUAL,2.0,Compact,Coupe,26,18,1715,114200,Cheap,0,0,0,1
952,Porsche,911,2016,premium unleaded (required),350.0,6.0,MANUAL,2.0,Compact,Coupe,27,19,1715,88800,Cheap,0,0,0,1
953,Porsche,911,2016,premium unleaded (required),560.0,6.0,AUTOMATED_MANUAL,2.0,Compact,Convertible,24,17,1715,194600,Cheap,1,0,0,0
954,Porsche,911,2016,premium unleaded (required),350.0,6.0,MANUAL,2.0,Compact,Convertible,27,19,1715,96200,Cheap,0,0,0,1
955,Porsche,911,2016,premium unleaded (required),400.0,6.0,MANUAL,2.0,Compact,Coupe,26,18,1715,117530,Cheap,1,0,0,0
956,Porsche,911,2016,premium unleaded (required),350.0,6.0,MANUAL,2.0,Compact,Coupe,27,19,1715,94800,Cheap,1,0,0,0
957,Porsche,911,2016,premium unleaded (required),400.0,6.0,MANUAL,2.0,Compact,Convertible,27,19,1715,110800,Cheap,0,0,0,1
958,Porsche,911,2016,premium unleaded (required),400.0,6.0,MANUAL,2.0,Compact,Convertible,26,18,1715,117530,Cheap,1,0,0,0
959,Porsche,911,2016,premium unleaded (required),350.0,6.0,MANUAL,2.0,Compact,Convertible,27,19,1715,98500,Cheap,0,0,0,1
960,Porsche,911,2016,premium unleaded (required),520.0,6.0,AUTOMATED_MANUAL,2.0,Compact,Convertible,24,17,1715,163000,Cheap,1,0,0,0
961,Porsche,911,2016,premium unleaded (required),560.0,6.0,AUTOMATED_MANUAL,2.0,Compact,Coupe,24,17,1715,182700,Cheap,1,0,0,0
962,Porsche,911,2016,premium unleaded (required),475.0,6.0,AUTOMATED_MANUAL,2.0,Compact,Coupe,20,15,1715,130400,Cheap,0,0,0,1
963,Porsche,911,2016,premium unleaded (required),500.0,6.0,AUTOMATED_MANUAL,2.0,Compact,Coupe,20,14,1715,175900,Cheap,0,0,0,1
964,Porsche,911,2017,premium unleaded (required),540.0,6.0,AUTOMATED_MANUAL,2.0,Compact,Coupe,29,20,1715,159200,Cheap,1,0,0,0
965,Porsche,911,2017,premium unleaded (required),370.0,6.0,MANUAL,2.0,Compact,Coupe,28,19,1715,108600,Cheap,1,0,0,0
966,Porsche,911,2017,premium unleaded (required),580.0,6.0,AUTOMATED_MANUAL,2.0,Compact,Convertible,28,20,1715,200400,Cheap,1,0,0,0
967,Porsche,911,2017,premium unleaded (required),420.0,6.0,MANUAL,2.0,Compact,Convertible,28,20,1715,115700,Cheap,0,0,0,1
968,Porsche,911,2017,premium unleaded (required),420.0,6.0,MANUAL,2.0,Compact,Coupe,28,20,1715,110300,Cheap,1,0,0,0
969,Porsche,911,2017,premium unleaded (required),420.0,6.0,MANUAL,2.0,Compact,Coupe,28,20,1715,122600,Cheap,1,0,0,0
970,Porsche,911,2017,premium unleaded (required),420.0,6.0,MANUAL,2.0,Compact,Coupe,28,20,1715,103400,Cheap,0,0,0,1
971,Porsche,911,2017,premium unleaded (required),370.0,6.0,MANUAL,2.0,Compact,Coupe,29,20,1715,96300,Cheap,1,0,0,0
972,Porsche,911,2017,premium unleaded (required),370.0,6.0,MANUAL,2.0,Compact,Convertible,29,20,1715,101700,Cheap,0,0,0,1
973,Porsche,911,2017,premium unleaded (required),540.0,6.0,AUTOMATED_MANUAL,2.0,Compact,Convertible,29,20,1715,171500,Cheap,1,0,0,0
974,Porsche,911,2017,premium unleaded (required),580.0,6.0,AUTOMATED_MANUAL,2.0,Compact,Coupe,28,20,1715,188100,Cheap,1,0,0,0
975,Porsche,911,2017,premium unleaded (required),370.0,6.0,MANUAL,2.0,Compact,Convertible,29,20,1715,108600,Cheap,1,0,0,0
976,Porsche,911,2017,premium unleaded (required),420.0,6.0,MANUAL,2.0,Compact,Convertible,28,20,1715,122600,Cheap,1,0,0,0
977,Porsche,911,2017,premium unleaded (required),370.0,6.0,MANUAL,2.0,Compact,Coupe,29,20,1715,89400,Cheap,0,0,0,1
978,Porsche,928,1993,regular unleaded,345.0,8.0,MANUAL,2.0,Compact,2dr Hatchback,17,11,1715,6294,Cheap,0,0,0,1
979,Porsche,928,1994,regular unleaded,345.0,8.0,MANUAL,2.0,Compact,2dr Hatchback,17,11,1715,7419,Cheap,0,0,0,1
980,Porsche,928,1995,regular unleaded,345.0,8.0,MANUAL,2.0,Compact,2dr Hatchback,17,11,1715,9400,Cheap,0,0,0,1
981,Mazda,929,1993,regular unleaded,195.0,6.0,AUTOMATIC,4.0,Midsize,Sedan,22,17,586,2000,Cheap,0,0,0,1
982,Mazda,929,1994,regular unleaded,193.0,6.0,AUTOMATIC,4.0,Midsize,Sedan,22,17,586,2000,Cheap,0,0,0,1
983,Mazda,929,1995,regular unleaded,193.0,6.0,AUTOMATIC,4.0,Midsize,Sedan,22,17,586,2000,Cheap,0,0,0,1
986,Volvo,940,1993,regular unleaded,162.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,22,17,870,2000,Cheap,0,0,0,1
989,Volvo,940,1993,regular unleaded,162.0,4.0,AUTOMATIC,4.0,Midsize,Wagon,22,17,870,2000,Cheap,0,0,0,1
990,Volvo,940,1994,regular unleaded,114.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,24,17,870,2000,Cheap,0,0,0,1
991,Volvo,940,1994,regular unleaded,114.0,4.0,AUTOMATIC,4.0,Midsize,Wagon,24,17,870,2000,Cheap,0,0,0,1
